id,text,author"id06588","Having cast her fate upon a die, and feeling secure of winning, she, whom I have named as bearing the stamp of queen of nations on her noble brow, now rose superior to humanity, and seemed in calm power, to arrest with her finger, the wheel of destiny.","MWS"
"id11294","Yet, although unhappy, he is not so utterly occupied by his own misery but that he interests himself deeply in the projects of others.","MWS"
"id06326","The apprehension, that Raymond had departed for ever, that his name, blended eternally with the past, must be erased from every anticipation of the future, had come slowly upon me.","MWS"
"id27262","You must begin life, he said: you are seventeen, and longer delay would render the necessary apprenticeship more and more irksome.","MWS"
"id06569","This path was excessively sinuous, and as the sun could not be seen, I soon lost all idea of the direction in which I journeyed.","EAP"
"id21818","What, therefore, must have been my amazement, on awakening from a brief and disturbed slumber, on the morning of this day, the seventeenth, at finding the surface beneath me so suddenly and wonderfully augmented in volume, as to subtend no less than thirty nine degrees in apparent angular diameter I was thunderstruck No words can give any adequate idea of the extreme, the absolute horror and astonishment, with which I was seized possessed, and altogether overwhelmed.","EAP"
"id15782","Their only inhabitant, a little girl, was dancing, waltzing, and singing about them, followed by a large Newfoundland dog, who boisterously jumping on her, and interrupting her, made her now scold, now laugh, now throw herself on the carpet to play with him.","MWS"
"id15517","What with mustachios and whiskers, there was none of the rest of his face to be seen.","EAP"
"id05226","But she was humble and obedient, and sat meekly for many weeks in the dark, high turret chamber where the light dripped upon the pale canvas only from overhead.","EAP"
"id23703","It is a part of man's nature to adapt itself through habit even to pain and sorrow.","MWS"
"id23646","As we approached the brink of the pit he let go his hold upon this, and made for the ring, from which, in the agony of his terror, he endeavored to force my hands, as it was not large enough to afford us both a secure grasp.","EAP"
"id08708","I presume you have at last made up your mind that there is no such thing as overreaching the Minister?""","EAP"
"id01085","A sort of mad eyed monstrosity behind the leader seized on Herbert West.","HPL"
"id02871","The latter name made me tremble when pronounced by Henry, and I hastened to quit Matlock, with which that terrible scene was thus associated.","MWS"
"id13484","And now, Agathos, as we proceed, instruct me speak to me in the earth's familiar tones.","EAP"
"id00394","His astronomical theories absorbed him; calculations were scrawled with coal on the bare walls of his garret: a hard earned guinea, or an article of dress, was exchanged for a book without remorse; he neither heard his children cry, nor observed his companion's emaciated form, and the excess of calamity was merely to him as the occurrence of a cloudy night, when he would have given his right hand to observe a celestial phenomenon.","MWS"
"id16257","Its whole style differed materially from that of Legrand.","EAP"
"id07871","""Shall each man,"" cried he, ""find a wife for his bosom, and each beast have his mate, and I be alone?","MWS"
"id21972","The head of which only the back was visible, rivalled in outline that of the Greek Psyche, and was rather displayed than concealed by an elegant cap of gaze aerienne, which put me in mind of the ventum textilem of Apuleius.","EAP"
"id10755","I had already been three months in prison, and although I was still weak and in continual danger of a relapse, I was obliged to travel nearly a hundred miles to the country town where the court was held.","MWS"
"id05641","Her subsequent conduct did not diminish this interest.","MWS"
"id20778","his own trusting, devoted, affectionate Perdita, whose generous belief galled him doubly, when he remembered the parade of innocence with which it had been exacted.","MWS"
"id15821","With strange art were they builded, for no other city had houses like them; and travellers from Thraa and Ilarnek and Kadatheron marvelled at the shining domes wherewith they were surmounted.","HPL"
"id03059","But although men so absolutely fine looking are neither as plenty as reasons or blackberries, still I could not bring myself to believe that the remarkable something to which I alluded just now, that the odd air of je ne sais quoi which hung about my new acquaintance, lay altogether, or indeed at all, in the supreme excellence of his bodily endowments.","EAP"
"id11930","Wilhelm, Count Berlifitzing, although loftily descended, was, at the epoch of this narrative, an infirm and doting old man, remarkable for nothing but an inordinate and inveterate personal antipathy to the family of his rival, and so passionate a love of horses, and of hunting, that neither bodily infirmity, great age, nor mental incapacity, prevented his daily participation in the dangers of the chase.","EAP"
"id07857","And do you not see also, that such recherchés nooks for concealment are adapted only for ordinary occasions, and would be adopted only by ordinary intellects; for, in all cases of concealment, a disposal of the article concealed a disposal of it in this recherché manner, is, in the very first instance, presumable and presumed; and thus its discovery depends, not at all upon the acumen, but altogether upon the mere care, patience, and determination of the seekers; and where the case is of importance or, what amounts to the same thing in the policial eyes, when the reward is of magnitude, the qualities in question have never been known to fail.","EAP"
"id06168","My preference would be to avoid Paine, since the fire station there might be open all night.","HPL"
"id11469","Yet I thank God that I have lived I thank God, that I have beheld his throne, the heavens, and earth, his footstool.","MWS"
"id10105","There is no answer, except that we feel perverse, using the word with no comprehension of the principle.","EAP"
"id03259","They endeavoured to picture forth what would then happen, and spoke in lofty terms of the prosperity of Greece, when Constantinople should become its capital.","MWS"
"id07137","Do so; if your high heart, incapable of my infirmity of purpose, refuses to bend to the lowness of mine.","MWS"
"id00888","The depth in the centre of the Moskoe ström must be immeasurably greater; and no better proof of this fact is necessary than can be obtained from even the sidelong glance into the abyss of the whirl which may be had from the highest crag of Helseggen.","EAP"
"id24053","With riches merely surpassing those of any citizen, it would have been easy to suppose him engaging to supreme excess in the fashionable extravagances of his time or busying himself with political intrigue or aiming at ministerial power or purchasing increase of nobility or collecting large museums of virtu or playing the munificent patron of letters, of science, of art or endowing, and bestowing his name upon extensive institutions of charity.","EAP"
"id04405","Let us suppose, gentle reader, that it is now the year of the world three thousand eight hundred and thirty, and let us, for a few minutes, imagine ourselves at that most grotesque habitation of man, the remarkable city of Antioch.","EAP"
"id03111","""Why, papa, Captain Pratt went round Cape Horn, and Captain Smitherton doubled the Cape of Good Hope.""","EAP"
"id08917","It was ""love at first sight;"" and at first sight, too, it had been appreciated and returned.","EAP"
"id27163","At first worshipped with dark rites by the prairie dogs, who saw in it a deity sent from the upper world, it afterward fell into dire neglect as the race of simple, artless burrowers succumbed before the onslaught of the conquering Aryan.","HPL"
"id16487","The spirit of life seemed to linger in his form, as a dying flame on an altar flickers on the embers of an accepted sacrifice.","MWS"
"id06201","We first came upon a few stragglers of the Irish at St. Albans.","MWS"
"id14420","My watch was still going, and told me that the hour was past noon.","HPL"
"id16010","The first revelation led to an exhaustive research, and finally to that shuddering quest which proved so disastrous to myself and mine.","HPL"
"id20579","The place always was badly cut off from the rest of the country by marshes and creeks, and we can't be sure about the ins and outs of the matter; but it's pretty clear that old Captain Marsh must have brought home some odd specimens when he had all three of his ships in commission back in the twenties and thirties.","HPL"
"id23511","This was a delicate point for a woman to urge, especially so; in mentioning it, she saw that she must make a sacrifice of her feelings; still, for me, every sacrifice should be made.","EAP"
"id13416","Men made perilous journies to possess themselves of earth's splendid trifles, gems and gold.","MWS"
"id11678","I tenderly love these friends; I have, unknown to them, been for many months in the habits of daily kindness towards them; but they believe that I wish to injure them, and it is that prejudice which I wish to overcome.'","MWS"
"id00303","Warning me that many of the street signs were down, the youth drew for my benefit a rough but ample and painstaking sketch map of the town's salient features.","HPL"
"id17178","Elizabeth alone had the power to draw me from these fits; her gentle voice would soothe me when transported by passion and inspire me with human feelings when sunk in torpor.","MWS"
"id21975","I entered the cabin where lay the remains of my ill fated and admirable friend.","MWS"
"id18137","All day I forged steadily westward, guided by a far away hummock which rose higher than any other elevation on the rolling desert.","HPL"
"id12848","That it is an opinion very generally received, or which ought to be generally received, that the College of Astronomers in the city of Rotterdam, as well as other colleges in all other parts of the world, not to mention colleges and astronomers in general, are, to say the least of the matter, not a whit better, nor greater, nor wiser than they ought to be.","EAP"
"id24930","The dead were carried out, and the sick brought in, with like indifference; some were screaming with pain, others laughing from the influence of more terrible delirium; some were attended by weeping, despairing relations, others called aloud with thrilling tenderness or reproach on the friends who had deserted them, while the nurses went from bed to bed, incarnate images of despair, neglect, and death.","MWS"
"id01906","Once most of the young men went away, and some never came back.","HPL"
"id12559","He could not have failed to anticipate and events have proved that he did not fail to anticipate the waylayings to which he was subjected.","EAP"
"id02639","The assassins must have escaped through the other window.","EAP"
"id01445","My soul is a fading spark, my nature frail as a spent wave; but I dedicate all of intellect and strength that remains to me, to that one work, and take upon me the task, as far as I am able, of bestowing blessings on my fellow men"" His voice trembled, his eyes were cast up, his hands clasped, and his fragile person was bent, as it were, with excess of emotion.","MWS"
"id15636","I followed her, and strove to inspire more hope than I could myself entertain; but she shook her head mournfully.","MWS"
"id21756","This dwarf he supposed to conceal himself during the opening of the box by thrusting his legs into two hollow cylinders, which were represented to be but which are not among the machinery in the cupboard No. I, while his body was out of the box entirely, and covered by the drapery of the Turk.","EAP"
"id06309","They shall go down together to the bars of the pit, when our rest together is in the dust Yes my hope was corruption and dust and all to which death brings us.","MWS"
"id24347","Klenze's ivory image, but the sight of an automatic pistol calmed them.","HPL"
"id01661","It first rolled down the side of the steeple, then lodge, for a few seconds, in the gutter, and then made its way, with a plunge, into the middle of the street.","EAP"
"id08270","For example, he used to leap upon the dinner table thus, and and "" Here a friend, at the side of the speaker, put a hand upon his shoulder and whispered a few words in his ear, upon which he ceased talking with great suddenness, and sank back within his chair.","EAP"
"id20566","Upon reaching the opposite shore, the three passengers stepped out, and had proceeded so far as to be beyond the view of the boat, when the daughter discovered that she had left in it her parasol.","EAP"
"id16259","There is scarcely an insane asylum in France which cannot supply a human tea pot.","EAP"
"id09944","Weak minded, and beset with constitutional infirmities akin to my own, my parents could do but little to check the evil propensities which distinguished me.","EAP"
"id06301","He wa'n't all human hisself, I allus says to everybody; an' I think he an' Ol' Whateley must a raised suthin' in that there nailed up haouse as ain't even so human as he was.","HPL"
"id07350","On the present occasion she did not suspect any alienation of affection; but she conjectured that some circumstance connected with his high place, had occasioned this mystery.","MWS"
"id03398","My spirit will sleep in peace, or if it thinks, it will not surely think thus.","MWS"
"id05029","It did not require the measured sounds of human language to syllable the story of my extasy.","MWS"
"id12633","Then hoary Nodens reached forth a wizened hand and helped Olney and his host into the vast shell, whereat the conches and the gongs set up a wild and awesome clamour.","HPL"
"id25923","At that instant my father entered.","MWS"
"id22491","The fool if he could not come himself, why, in the name of every thing rational, could he not have enclosed me a letter of presentation?","EAP"
"id20929","I had been excited to the utmost by the proceedings of the day, and now more than ever by the passionate language of Raymond.","MWS"
"id23209","They remained confined for five months before the trial took place, the result of which deprived them of their fortune and condemned them to a perpetual exile from their native country.","MWS"
"id27454","I pointed out that the barbarous Vascones were at best turbulent and uncertain, so that skirmishes with them were inevitable sooner or later whichever course we might take; that they had not in the past proved dangerous adversaries to our legions, and that it would ill become the representatives of the Roman People to suffer barbarians to interfere with a course which the justice and prestige of the Republic demanded.","HPL"
"id00442","The things we saw were very old and marvellous, or at least they seemed so in the few straggling rays of light by which I viewed them, and I shall never forget the tottering Ionic columns and fluted pilasters and urn headed iron fence posts and flaring lintelled windows and decorative fanlights that appeared to grow quainter and stranger the deeper we advanced into this inexhaustible maze of unknown antiquity.","HPL"
"id17142","Better have loved despair, safer kissed her.","MWS"
"id05768","The gold seeker, whom I sincerely pitied, at length clambered from the pit, with the bitterest disappointment imprinted upon every feature, and proceeded, slowly and reluctantly, to put on his coat, which he had thrown off at the beginning of his labor.","EAP"
"id10123","I RETURNED to my family estate in the autumn of the year .","MWS"
"id20450","I came to an open space a mountain of ruin in the midst, announced that some large mosque had occupied the space and here, scattered about, I saw various articles of luxury and wealth, singed, destroyed but shewing what they had been in their ruin jewels, strings of pearls, embroidered robes, rich furs, glittering tapestries, and oriental ornaments, seemed to have been collected here in a pile destined for destruction; but the rain had stopped the havoc midway.","MWS"
"id27964","So you are about to love her, but do not already?""","MWS"
"id14735","Opposite the large window was an enormous Dutch fireplace with scriptural tiles representing the prodigal son, and opposite the narrow window was a spacious bed built into the wall.","HPL"
"id22878","After the lapse of a few weeks, we left Dunkeld.","MWS"
"id11412","His sentence was pronounced, and I could only grieve and be patient.","MWS"
"id00024","Wyatt's party arrived in about ten minutes after myself.","EAP"
"id26650","""Your arrival, my dear cousin,"" said she, ""fills me with hope.","MWS"
"id25536","Collins and First Mate Green, were killed; and the remaining eight under Second Mate Johansen proceeded to navigate the captured yacht, going ahead in their original direction to see if any reason for their ordering back had existed.","HPL"
"id06952","Awaken him, I entreat you, to some sense of duty.""","MWS"
"id17866","He returned unharmed, married in , and became a father on that memorable night of September , , when a great gale drove the waters of the bay over half the town, and floated a tall sloop well up Westminster Street so that its masts almost tapped the Harris windows in symbolic affirmation that the new boy, Welcome, was a seaman's son.","HPL"
"id21860","So once more the White Ship followed the bird of heaven, over warm blessed seas fanned by caressing, aromatic breezes.","HPL"
"id23895","We could inflict no punishment so severe, and we would inflict it, but for the boredom which we should cause our readers in so doing.","EAP"
"id25690","And I called the Mighty Ruler of the Universe to witness the pious solemnity of my vow.","EAP"
"id04643","The sun sank beneath the horizon as we landed, and as I touched the shore I felt those cares and fears revive which soon were to clasp me and cling to me forever.","MWS"
"id20326","On the fourth her corpse was found floating in the Seine, near the shore which is opposite the Quartier of the Rue Saint Andree, and at a point not very far distant from the secluded neighborhood of the Barrière du Roule.","EAP"
"id27923","""Good old rye, an' as fiery as ya kin find anyw'eres in Chi'.""","HPL"
"id10594","Only the sombre philosophy of the Decadents could hold us, and this we found potent only by increasing gradually the depth and diabolism of our penetrations.","HPL"
"id10246","These reduced me at once to submission, and I am almost ashamed to confess that either through pain or vexation, there came a few tears into my eyes.","EAP"
"id22872","Liberty, however, had been a useless gift to me, had I not, as I awakened to reason, at the same time awakened to revenge.","MWS"
"id12067","Question me then, my Oinos, freely and without fear.","EAP"
"id27293","""It was dark when I awoke; I felt cold also, and half frightened, as it were, instinctively, finding myself so desolate.","MWS"
"id21394","I will repeat here what he said, underlining the words he emphasised: ""He is calling He is calling I hear him We must go"" As he spoke he took his ivory image from the table, pocketed it, and seized my arm in an effort to drag me up the companionway to the deck.","HPL"
"id22570","Others will toss these pages lightly over: to you, Woodville, kind, affectionate friend, they will be dear the precious memorials of a heart broken girl who, dying, is still warmed by gratitude towards you: your tears will fall on the words that record my misfortunes; I know they will and while I have life I thank you for your sympathy.","MWS"
"id15025","She is accosted, and invited to enter, by a polite and voluble individual at the door.","EAP"
"id07770","Cotton Mather, in that daemoniac sixth book which no one should read after dark, minced no words as he flung forth his anathema.","HPL"
"id15630","No doubt her practical heritage and superficial knowledge of the Dark Continent had caused her to flout Sir Wade's talk of the interior, a thing which such a man would not be likely to forgive.","HPL"
"id18736","All this done, and your diddler grins.","EAP"
"id19497","In subsequent decades as new inventions, new names, and new events appeared one by one in the book of history, people would now and then recall wonderingly how Carter had years before let fall some careless word of undoubted connexion with what was then far in the future.","HPL"
"id02496","It was also evident that, by exertion of a very unusual degree of activity and courage, an entrance into the window, from the rod, might have been thus effected.","EAP"
"id12255","But save for his face, Romero was not in any way suggestive of nobility.","HPL"
"id05713","Thus; at first, it was thought unnecessary to offer a reward.","EAP"
"id24895","He will feel highly honoured, and thus you may repay a part of the obligation I owe him, and compensate for the injuries fortune has done him.""","MWS"
"id11358","This was precisely what had formed the subject of my reflections.","EAP"
"id19035","But more ghastly and terrible still was the slowness of my progress; for climb as I might, the darkness overhead grew no thinner, and a new chill as of haunted and venerable mould assailed me.","HPL"
"id14974","But now, as soon as the horses arrived, I hurried into a cabriolet, and bade farewell to my friend.","MWS"
"id08477","I did not, however, succeed in finding my late companion, for the dolphins were massed thickly and obscuringly about the conning tower.","HPL"
"id17223","I therefore, after due deliberation, consigned the article to the more dignified pages of the ""Lollipop,"" and awaited the event in anxiety, but with resignation.","EAP"
"id27043","Having satisfied myself upon this point, I was about turning my eyes to the prima donna, when they were arrested and riveted by a figure in one of the private boxes which had escaped my observation.","EAP"
"id11606","""Who are you, pray?"" said I, with much dignity, although somewhat puzzled; ""how did you get here?","EAP"
"id07410","The hours were slow for each minute was employed; we lived more in one week than many do in the course of several months and the variety and novelty of our pleasures gave zest to each.","MWS"
"id00410","The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.","MWS"
"id11865","Instantly a figure advanced to the threshold that of a young woman about twenty eight years of age slender, or rather slight, and somewhat above the medium height.","EAP"
"id23607","Once he had the landlord nail tin over it, but the next night the rats gnawed a fresh hole in making which they pushed or dragged out into the room a curious little fragment of bone.","HPL"
"id02570","I had spent the better part of the morning in climbing up and down half ruined staircases in one of the most dilapidated of the ancient turrets.","HPL"
"id01957","As soon as I sufficiently recovered my senses to comprehend the terrific predicament in which I stood or rather hung, I exerted all the power of my lungs to make that predicament known to the æronaut overhead.","EAP"
"id24183","But at length, as the labor drew nearer to its conclusion, there were admitted none into the turret; for the painter had grown wild with the ardor of his work, and turned his eyes from canvas merely, even to regard the countenance of his wife.","EAP"
"id05456","After midnight their shrill notes burst into a kind of pandaemoniac cachinnation which filled all the countryside, and not until dawn did they finally quiet down.","HPL"
"id01820","As if by some sudden convulsive exertion, reason had at once hurled superstition from her throne.","EAP"
"id07483","Outsiders visit Dunwich as seldom as possible, and since a certain season of horror all the signboards pointing toward it have been taken down.","HPL"
"id11121","The main compartment itself in speaking of that portion of the box visible upon opening doors and , we shall always call it the main compartment is lined with dark cloth and contains no machinery whatever beyond two pieces of steel, quadrant shaped, and situated one in each of the rear top corners of the compartment.","EAP"
"id05775","""All men hate the wretched; how, then, must I be hated, who am miserable beyond all living things Yet you, my creator, detest and spurn me, thy creature, to whom thou art bound by ties only dissoluble by the annihilation of one of us.","MWS"
"id13240","I believe the world has never yet seen, and that, unless through some series of accidents goading the noblest order of mind into distasteful exertion, the world will never behold, that full extent of triumphant execution, in the richer productions of Art, of which the human nature is absolutely capable.","EAP"
"id01896","A large mirror, so at first it seemed to me in my confusion now stood where none had been perceptible before; and, as I stepped up to it in extremity of terror, mine own image, but with features all pale and dabbled in blood, advanced to meet me with a feeble and tottering gait.","EAP"
"id14782","Yes, she loved me she returned the enthusiasm of my love, with an enthusiasm as blind as uncompromising as uncalculating as abandoned and as utterly unbounded as my own These delicious fancies and reflections, however, were now interrupted by the falling of the drop curtain.","EAP"
"id17773","We painted and read together; or I listened, as if in a dream, to the wild improvisations of his speaking guitar.","EAP"
"id19319","The students all attended the hasty funeral on the th, and bought an impressive wreath, though the latter was quite overshadowed by the tributes sent by wealthy Arkham citizens and by the municipality itself.","HPL"
"id26829","By degrees the idea of cultivation subsided into that of merely pastoral care.","EAP"
"id21850","As they reached the broad open space where I had had my first disquieting glimpse of the moonlit water I could see them plainly only a block away and was horrified by the bestial abnormality of their faces and the dog like sub humanness of their crouching gait.","HPL"
"id23525","Floating gently onward, but with a velocity slightly augmented, the voyager, after many short turns, finds his progress apparently barred by a gigantic gate or rather door of burnished gold, elaborately carved and fretted, and reflecting the direct rays of the now fast sinking sun with an effulgence that seems to wreath the whole surrounding forest in flames.","EAP"
"id24668","""Your existing sense organs ears first, I think will pick up many of the impressions, for they are closely connected with the dormant organs.","HPL"
"id16337","But the fervid facility of his impromptus could not be so accounted for.","EAP"
"id18150","What more would you have?"" ""But, sir, if you please, I don't remember that you paid me for the tobacco.""","EAP"
"id22723","The frame was oval, richly gilded and filigreed in Moresque.","EAP"
"id27839","Now the direct inference from this is that the machine is not a pure machine.","EAP"
"id11490","That same invincible monster, which hovered over and devoured Constantinople that fiend more cruel than tempest, less tame than fire, is, alas, unchained in that beautiful country these reflections would not allow me to rest.","MWS"
"id06064","He suspected, that unaccustomed poverty was the cause of the mystery, and that the artist was unwilling to be seen in the garb and abode of want.","MWS"
"id13908","We cannot, therefore, doubt Mr. Maelzel's ability, and we must necessarily suppose that he intentionally suffered his Chess Player to remain the same artificial and unnatural figure which Baron Kempelen no doubt also through design originally made it.","EAP"
"id12646","He paused exhausted, as the whole group of natives stared in a bewilderment not quite crystallised into fresh terror.","HPL"
"id26051","During our stay at Naples, we often returned to this cave, sometimes alone, skimming the sun lit sea, and each time added to our store.","MWS"
"id11089","Let fancy pourtray the joyous scene of the twentieth of June, such as even now my aching heart recalls it.","MWS"
"id22023","It is the person of Ligeia.","EAP"
"id22255","Their incursion would hardly have been felt had they come alone; but the Irish, collected in unnatural numbers, began to feel the inroads of famine, and they followed in the wake of the Americans for England also.","MWS"
"id09350","It is not impossible that he was wrong; but he would have convinced you of his being in the right; for he was a man of great eloquence.","EAP"
"id21496","My entire worldly wealth was swallowed up, and I resigned myself thenceforward to despair.","EAP"
"id12836","These float, and serve all the purposes of a mere rope on land.","EAP"
"id00086","It lay in a remote turret of the building.","EAP"
"id13876","With the particles of the oily and spicy viand which now remained, I thoroughly rubbed the bandage wherever I could reach it; then, raising my hand from the floor, I lay breathlessly still.","EAP"
"id24400","In a minute afterward they relaxed, disclosing a bright line of the pearly teeth.","EAP"
"id12550","So far from it, I still lay nearly level with the plane of the horizon; for the change of situation which I had acquired, had forced the bottom of the car considerably outwards from my position, which was accordingly one of the most imminent and deadly peril.","EAP"
"id03503","Re crossing the gorge on the Main Street bridge, I struck a region of utter desertion which somehow made me shudder.","HPL"
"id26959","He was essentially a ""theorist"" that word now of so much sanctity, formerly an epithet of contempt.","EAP"
"id14160","To one lie, first class, extra quality and size; recommended milled satinet as broadcloth...................... JULY .","EAP"
"id03770","My story requires that I should be somewhat minute.","EAP"
"id25495","Sometimes Woodville talked to me of himself.","MWS"
"id05517","The apartment was superb.","EAP"
"id24589","By reference to the 'Diary of Sir Humphrey Davy' Cottle and Munroe, London, pp.","EAP"
"id11714","No recognised school of sculpture had animated this terrible object, yet centuries and even thousands of years seemed recorded in its dim and greenish surface of unplaceable stone.","HPL"
"id09089","Through this work I obtained a cursory knowledge of history and a view of the several empires at present existing in the world; it gave me an insight into the manners, governments, and religions of the different nations of the earth.","MWS"
"id26939","Then, very softly and slowly, the acre great panel began to give inward at the top; and they saw that it was balanced.","HPL"
"id11292","Not a speck on their surface not a shade on their enamel not an indenture in their edges but what that period of her smile had sufficed to brand in upon my memory.","EAP"
"id18433","The murderers did escape from one of these windows.","EAP"
"id02121","By the time that she had with uneasy thoughts laid her fair cheek upon her pillow, her mother's servant brought a draught; a suspicion again crossed her at this novel proceeding, sufficiently alarming to determine her not to take the potion; but dislike of contention, and a wish to discover whether there was any just foundation for her conjectures, made her, she said, almost instinctively, and in contradiction to her usual frankness, pretend to swallow the medicine.","MWS"
"id27919","Our native oak, as his partisans called him, was visited truly by a nipping winter.","MWS"
"id22189","During the five years of my residence here, I was never able to ascertain with precision, in what remote locality lay the little sleeping apartment assigned to myself and some eighteen or twenty other scholars.","EAP"
"id07482","He would not, he found, have to pile another on his platform to make the proper height; for the hole was on exactly the right level to use as soon as its size might permit.","HPL"
"id07535","A chess player, for example, does the one without effort at the other.","EAP"
"id00384","I would have to count on sheer speed, and the chance of getting to a window before any hostile forces became coördinated enough to open the right door toward me with a pass key.","HPL"
"id02261","He told us what had become of the eighty three lost tragedies of Æschylus; of the fifty four orations of Isæus; of the three hundred and ninety one speeches of Lysias; of the hundred and eighty treatises of Theophrastus; of the eighth book of the conic sections of Apollonius; of Pindar's hymns and dithyrambics; and of the five and forty tragedies of Homer Junior.","EAP"
"id11747","The whippoorwills were piping wildly, and in a singularly curious irregular rhythm quite unlike that of the visible ritual.","HPL"
"id06035","Once he heard of a man in the South who was shunned and feared for the blasphemous things he read in prehistoric books and clay tablets smuggled from India and Arabia.","HPL"
"id18524","The sight turned him giddy after a while, so that he would have fallen to the pavement had he not clutched instinctively at the lustrous balustrade.","HPL"
"id11301","And the gates of Sarnath were as many as the landward ends of the streets, each of bronze, and flanked by the figures of lions and elephants carven from some stone no longer known among men.","HPL"
"id10268","""Goodness gracious me"" I exclaimed, almost at the very instant that the rim of the spectacles had settled upon my nose ""My goodness gracious me why, what can be the matter with these glasses?"" and taking them quickly off, I wiped them carefully with a silk handkerchief, and adjusted them again.","EAP"
"id23927","In a remote and terror inspiring angle was a square enclosure of eight or ten feet, comprising the sanctum, ""during hours,"" of our principal, the Reverend Dr. Bransby.","EAP"
"id26226","Only the coffins themselves remained as potential stepping stones, and as he considered these he speculated on the best mode of arranging them.","HPL"
"id04416","But then we had been so imprudent as to broach the subject ourselves.","EAP"
"id17691","One instance of this kind came immediately under our notice, where a high born girl had in early youth given her heart to one of meaner extraction.","MWS"
"id20921","It was evident that, so far, death or what is usually termed death had been arrested by the mesmeric process.","EAP"
